MOVEMENTID,ToolingCode,TotalVolume
478,MAN.ELC.P75,4.00
478,HID.CIL.CHS,3.00
478,MAN.ELC.D15,2.00
478,MAN.ELC.D20,2.00
480,ELM.BRB.CMB,2.00
480,ELM.APS.APS,1.00
480,ELM.APR.API,5.00
480,ELM.CHI.CEE,4.00
480,ELM.ILU.PBT,4.00
480,ELM.ILU.PRJ,4.00
480,ELM.EXT.ETS,8.00
480,ELM.RCT.230,4.00
480,ELM.RCT.125,4.00
480,ELT.EXT.E32,6.00
480,ELT.APS.APS,1.00
480,ELT.CHI.C16,1.00
480,ELT.CHI.C32,1.00
481,ELM.APR.API,1.00
481,ELM.RCT.RBL,1.00
481,ELM.APS.APS,1.00
481,ELM.APS.TIG,1.00
484,ELM.ABR.TRX,1.00
490,MAN.EMM.ALI,1.00
494,ELM.APR.API,2.00
494,ELM.APS.APS,1.00
494,ELM.RCT.125,4.00
494,ARM.CFE.MEC,3.00
494,ELM.EXT.ETS,7.00
494,ELM.BRB.CMB,1.00
494,EPI.ANQ.RTR,1.00
494,ELM.BRB.BAT,1.00
494,ELM.ILU.PBT,1.00
494,ELM.RCT.RBL,1.00
494,HID.BMB.SIM,1.00
494,ELM.CHI.CEE,3.00
494,ELM.RCT.230,1.00
494,ELT.ASD.EXA,2.00
494,MAN.ELC.D05,4.00
494,ELM.EXT.CEE,1.00
494,EPI.ANQ.CVA,8.00
494,GAS.OXI.MNG,1.00
494,MAN.ELC.P75,2.00
494,ELM.ILU.PRJ,2.00
494,MAN.ELC.TRF,1.00
494,HID.CIL.FUR,1.00
494,PNE.APR.API,1.00
494,ELM.RCT.180,2.00
494,MAN.EMM.NOT,2.00
494,HID.CIL.CHS,1.00
494,MAN.ELC.D10,2.00
494,MAN.ELC.P15,2.00
494,MAN.ELC.P30,1.00
495,ELM.CHI.CEE,10.00
496,ELT.EXT.E16,2.00
496,ELM.CHI.CEE,1.00
496,ELT.APS.APS,1.00
496,ELT.CHI.C32,2.00
497,ELM.THI.MTH,1.00
499,ELM.APS.TIG,1.00
499,ELM.EXT.ETS,1.00
499,ELM.RCT.RBL,1.00
501,EPI.ANQ.CVA,2.00
501,ARM.CFE.MEC,1.00
501,EPI.ARN.ARN,2.00
509,ELM.APR.API,2.00
509,ARM.CFE.SER,3.00
509,ARM.CFE.MEC,2.00
509,ELM.APS.APS,1.00
509,ELM.EXT.ETS,6.00
509,ELT.EXT.E16,1.00
509,ELM.RCT.180,1.00
509,ELM.RCT.125,2.00
509,ELT.CHI.C32,1.00
509,MAN.ELC.D10,2.00
509,MAN.ELC.P75,1.00
510,ELT.EXT.E63,5.00
511,ELM.RCT.125,2.00
513,ELM.EXT.ETS,4.00
513,ELM.RCT.125,3.00
514,ELM.RCT.125,5.00
516,MAN.EMM.ALI,1.00
517,HID.CIL.CHS,1.00
522,ELM.APS.APS,1.00
522,ELM.APR.API,1.00
522,ELM.BRB.BMG,1.00
522,ELM.RCT.125,1.00
526,ELM.CRT.SEC,1.00
528,ELM.CRT.SEC,1.00
533,ELM.ILU.PRJ,3.00
535,ELM.APR.API,2.00
536,ELT.APS.APS,1.00
538,ELM.RCT.RBL,3.00
538,ELT.EXT.E32,6.00
538,ELT.EXT.E63,4.00
538,ELM.EXT.ETS,3.00
539,ELM.APR.API,2.00
539,ELM.BRB.BAT,1.00
541,ARM.CTT.CTF,1.00
542,ARM.CTT.CTF,1.00
544,ARM.CTT.CTF,1.00
545,ELM.APR.APR,1.00
545,ELM.ILU.PRJ,2.00
545,ELM.RCT.230,5.00
547,ELM.ILU.PBT,2.00
555,ELM.APS.APS,1.00
557,ELM.APR.API,1.00
557,ELM.APS.APS,1.00
557,ELM.BRB.CMB,1.00
557,ELM.BRB.BMG,1.00
557,ELM.RCT.125,1.00
557,ELT.APS.MIG,1.00
560,ELM.APS.APS,1.00
560,ELM.BRB.BMG,1.00
560,ELT.ASD.EXA,1.00
560,ELM.RCT.230,1.00
566,ELM.APS.APS,1.00
566,ELM.APR.API,4.00
566,ARM.CFE.MEC,3.00
566,ELM.CHI.CEE,2.00
566,ELM.RCT.125,3.00
566,ELM.BRB.CMB,2.00
566,MAN.EMM.NXY,1.00
566,ELM.ILU.P24,2.00
566,HID.BMB.SIM,1.00
566,ELM.BRB.FER,1.00
566,MAN.EMM.NOT,1.00
566,ELM.ILU.Q24,1.00
566,ELM.EXT.ETS,5.00
566,ELT.ASD.EXA,2.00
566,ELM.ILU.PBT,2.00
566,GAS.OXI.MNG,1.00
566,ELM.RCT.180,1.00
566,HID.CIL.CHS,2.00
566,MAN.ELC.D15,2.00
566,MAN.ELC.D05,2.00
566,MAN.ELC.P15,2.00
566,MAN.ELC.P30,1.00
566,MAN.ELC.P75,4.00
573,ARM.CFE.MEC,1.00
573,ELM.RCT.125,1.00
573,ELM.EXT.ETS,4.00
573,ELM.RCT.115,1.00
573,ELM.ILU.PRJ,2.00
573,ELM.RCT.RBL,1.00
576,ARM.CFE.MEC,2.00
576,ARM.CFE.SER,3.00
576,ELM.RCT.125,5.00
576,ELM.RCT.RBL,3.00
576,ELM.APS.TIG,5.00
576,HID.BMB.DEF,1.00
576,HID.CIL.CHP,2.00
576,HID.CIL.CHS,1.00
580,ELM.BRB.BAT,1.00
580,ELM.APS.APS,1.00
583,ELM.EXT.ETS,2.00
583,ELM.RCT.125,1.00
583,ELM.CHI.CEE,1.00
586,ELT.QEL.PIM,1.00
586,ELM.APR.API,1.00
586,ELM.BRB.BAT,1.00
586,ELM.EXT.ETS,5.00
587,HID.CIL.CHS,1.00
587,ELT.ASD.EXA,1.00
587,ELT.EXT.E16,1.00
594,ELM.RCT.RBL,1.00
596,HID.BMB.SIM,1.00
597,ELM.RCT.RBL,1.00
597,ELM.APS.TIG,1.00
603,ELM.APS.TIG,2.00
603,ELM.EXT.ETS,7.00
603,ELM.APS.APS,1.00
603,ELM.EXT.CEE,4.00
603,MAN.ELC.GRC,2.00
603,MAN.CHA.DIN,1.00
604,ELM.COM.COM,1.00
607,ELM.APR.API,1.00
607,ARM.CFE.SER,5.00
607,ARM.CFE.MEC,3.00
607,ELM.APS.APS,2.00
607,ELM.EXT.ETS,10.00
607,EPI.ANQ.CVA,9.00
607,ELM.ILU.PRJ,3.00
607,ELT.APS.APS,1.00
607,HID.BMB.SIM,1.00
607,ELT.EXT.E16,1.00
607,HID.CIL.FUR,2.00
607,MAN.ELC.TRF,2.00
608,EPI.ARN.ARN,10.00
611,ELM.CRT.SEC,1.00
617,ELT.EXT.E32,1.00
619,EPI.ANQ.RTR,2.00
619,EPI.ANQ.CVA,3.00
621,HID.BMB.SIM,1.00
621,HID.CIL.CHS,1.00
621,ELM.EXT.ETS,2.00
622,MAN.ELC.CRR,1.00
623,ELM.APR.API,1.00
625,MAN.EAC.ESC,1.00
627,ARM.CFE.MEC,3.00
627,ARM.CFE.SER,11.00
651,ELM.BRB.CMB,2.00
651,ELM.APR.API,2.00
651,ELM.APS.APS,1.00
651,ARM.CFE.MEC,1.00
651,ELM.RCT.125,2.00
651,ELM.EXT.ETS,7.00
651,ELM.BRB.BAT,1.00
651,ELM.RCT.230,1.00
651,EPI.ANQ.CVA,5.00
651,EPI.ARN.ARN,4.00
652,MAN.ELC.P75,1.00
652,ELM.APR.API,2.00
652,ELM.RCT.125,1.00
652,ELM.EXT.ETS,2.00
652,ELM.ILU.PRJ,1.00
652,MAN.ELC.D10,1.00
653,ELM.RCT.RBL,10.00
653,MAN.ELC.GRC,1.00
653,ELM.RCT.125,6.00
653,ELT.QEL.PIM,2.00
654,EPI.ANQ.CVA,2.00
657,ELM.EXT.ETS,4.00
657,ELM.CHI.CEE,2.00
657,ELM.ILU.PRJ,4.00
664,ELM.ILU.PBT,2.00
664,ELM.APS.APS,1.00
664,ELM.APR.API,2.00
664,ARM.CFE.MEC,2.00
664,ELM.RCT.230,2.00
664,ELM.ILU.PRJ,3.00
664,ELM.BRB.FER,1.00
664,HID.BMB.SIM,1.00
664,ELT.EXT.E32,2.00
664,EPI.ANQ.CVA,4.00
664,ELM.EXT.ETS,6.00
664,GAS.OXI.MNG,4.00
664,ELM.RCT.125,4.00
664,HID.CIL.CHS,2.00
664,ELM.RCT.180,2.00
664,MAN.ELC.D20,2.00
664,ELT.APS.APS,1.00
664,ELT.APS.ARC,1.00
664,EPI.ARN.ARN,4.00
664,MAN.ELC.D10,2.00
664,MAN.ELC.P15,2.00
664,MAN.ELC.P75,2.00
664,PNE.MNG.ARC,2.00
665,ARM.CTT.CTF,1.00
667,ARM.CTT.CTF,1.00
671,ELM.APS.APS,1.00
671,ELM.APR.API,2.00
671,HID.CIL.GFA,4.00
671,ARM.CFE.MEC,2.00
671,ELM.BRB.CMB,1.00
671,ELM.EXT.ETS,4.00
671,MAN.ELC.D05,2.00
671,ELM.ILU.PRJ,1.00
671,ELM.RCT.RBL,1.00
671,ELM.RCT.125,2.00
678,ELT.EXT.ESP,1.00
680,ARM.CTT.CTF,1.00
682,ELM.APS.APS,1.00
682,ELM.APR.API,5.00
682,EPI.ANQ.CVA,5.00
682,ELM.BRB.FER,1.00
682,ELM.EXT.ETS,4.00
682,ELM.RCT.125,3.00
682,ELT.APS.APS,2.00
682,ELM.RCT.180,2.00
682,MAN.ELC.D05,2.00
682,MAN.ELC.D15,4.00
682,MAN.ELC.P15,4.00
686,ELM.APS.TIG,1.00
687,MAN.ELC.GRC,2.00
688,EPI.ARN.ARN,1.00
689,ARM.CFE.MEC,1.00
689,ELM.APR.APR,2.00
689,ELM.APS.APS,1.00
689,ELM.EXT.ETS,2.00
689,ELM.CHI.CEE,1.00
689,ELM.RCT.125,1.00
691,MAN.ELC.D05,2.00
692,ELM.EXT.ETS,15.00
692,ELM.EIA.EAR,3.00
692,MAN.ELC.MCR,1.00
692,ELT.QEL.PIM,2.00
692,HID.BMB.SIM,3.00
693,MAN.ELC.D05,2.00
694,MAN.EMM.NXY,1.00
695,MAN.EMM.ALI,1.00
705,ELM.BRB.PDR,1.00
707,ELM.BRB.BAT,2.00
707,ELM.BRB.PDR,2.00
707,ELM.RCT.125,1.00
709,MAN.ELC.TRF,2.00
709,MAN.EMM.NLR,1.00
710,ELM.BRB.FER,1.00
712,ELM.EXT.ETS,3.00
713,ELM.CHI.CEE,2.00
713,ELM.APS.APS,1.00
714,MAN.TRA.PPL,1.00
715,ELM.EXT.ETS,1.00
716,ELM.CHI.CEE,2.00
716,ELM.EXT.ETS,3.00
716,ELM.ILU.P24,4.00
716,ELM.ILU.Q24,2.00
718,MAN.ELC.TRF,1.00
718,ELM.CHI.CEE,15.00
719,EPI.ARN.ARN,4.00
719,ELM.RCT.230,2.00
719,EPI.ANQ.CVA,4.00
726,ELM.RCT.230,1.00
726,ARM.CFE.SER,1.00
726,ELM.CHI.CEE,2.00
726,ELM.CHI.CSK,1.00
726,ELM.EXT.CEE,3.00
726,ELM.RCT.125,1.00
726,GAS.OXI.MNG,2.00
728,ELM.APR.API,2.00
728,ELM.BRB.FER,1.00
728,ELM.APS.TIG,1.00
728,ELM.APS.APS,1.00
728,ELM.RCT.230,1.00
728,ELM.CHI.CEE,2.00
728,ELM.RCT.125,4.00
728,ELM.ILU.PRJ,6.00
728,ELM.RMT.MIM,1.00
728,ELM.RCT.180,2.00
728,MAN.ELC.P75,2.00
728,MAN.ELC.D10,2.00
734,ELM.RCT.RBL,1.00
734,ELM.APS.TIG,1.00
735,ELM.APS.APS,1.00
735,ELM.APR.API,1.00
735,ELM.RCT.125,1.00
735,ELM.BRB.BMG,1.00
736,ELM.RCT.230,1.00
736,ELM.BRB.FER,1.00
736,ELM.RCT.125,3.00
736,ELM.RCT.RBL,1.00
736,MAN.ELC.P75,1.00
736,ELM.BRB.PDR,1.00
736,MAN.ELC.D10,1.00
741,ELM.BRB.CMB,1.00
741,MAN.ELC.D30,2.00
741,ELM.BRB.BAT,1.00
741,MAN.ELC.P30,2.00
742,ELM.APS.APS,2.00
742,ELM.APS.TIG,1.00
742,ELT.APS.APS,1.00
747,ELM.APS.TIG,1.00
749,MAN.ELC.D05,4.00
749,ARM.CFE.TUB,2.00
749,ARM.CFE.SER,1.00
749,ELM.APR.API,2.00
749,MAN.ELC.D10,4.00
749,ELM.BRB.CMB,1.00
749,MAN.ELC.D20,2.00
749,ELM.EXT.ETS,8.00
749,MAN.ELC.P75,4.00
751,ELM.APS.TIG,3.00
751,EPI.ANQ.CVA,4.00
751,EPI.ARN.ARN,4.00
752,ELM.ILU.PRJ,1.00
761,ELM.APS.TIG,1.00
764,ARM.CFE.SER,2.00
764,ELM.RCT.125,6.00
770,ELM.EXT.ETS,14.00
770,ELM.CHI.CEE,5.00
770,ELM.RCT.125,10.00
770,ELM.APS.APS,4.00
770,ELT.APS.APS,5.00
770,ELT.CHI.C32,5.00
770,MAN.ELC.TRF,1.00
770,ELT.EXT.E16,5.00
773,ARM.CFE.MEC,2.00
773,ELM.APR.API,1.00
773,ELM.BRB.BAT,1.00
773,ELM.RCT.125,1.00
774,MAN.EMM.NXY,1.00
775,ARM.CTT.CTF,1.00
777,ELM.CHI.CEE,1.00
778,ARM.CTT.CTA,1.00
778,ARM.CTT.CTF,1.00
778,ARM.CTT.CTI,1.00
781,ELM.APS.APS,1.00
798,ELM.APS.TIG,2.00
798,ELM.EXT.ETS,2.00
798,ELM.RCT.125,2.00
801,GAS.OXI.MNG,8.00
801,ELT.CHI.C32,1.00
801,ELM.RCT.125,6.00
801,MAN.ELC.P15,6.00
801,MAN.ELC.P75,6.00
802,ELM.APR.API,2.00
803,ARM.CTT.CTF,1.00
804,ARM.CTT.CTF,1.00
804,ARM.CTT.CTE,1.00
804,ARM.CTT.CTV,1.00
805,ARM.CTT.CTF,1.00
806,ARM.CTT.CTE,1.00
807,ARM.CTT.CTF,1.00
822,ELM.APS.APS,1.00
822,ELM.APR.API,1.00
822,ELM.ILU.PRJ,5.00
822,ELM.ILU.PBT,1.00
822,ELM.EXT.ETS,8.00
822,MAN.ELC.D30,2.00
822,ELM.RCT.125,2.00
822,ELM.RCT.230,2.00
822,MAN.ELC.D15,2.00
822,MAN.ELC.P15,1.00
824,GAS.OXI.MNG,5.00
824,ELM.ILU.PBT,2.00
826,EPI.ANQ.CVA,2.00
826,ELM.CHI.CEE,2.00
826,ELT.CHI.C32,2.00
826,EPI.ANQ.RTR,1.00
826,EPI.ARN.ARN,2.00
826,PNE.MNG.ARC,2.00
827,ELM.RCT.125,8.00
827,ELM.ABR.TRX,1.00
827,ARM.CFE.TUB,3.00
827,ELM.EXT.ETS,11.00
827,HID.BMB.SIM,1.00
827,ELM.BRB.BAT,3.00
827,ELM.APS.TIG,3.00
827,ELM.RCT.180,2.00
827,ELM.BRB.CMB,1.00
827,ELM.BRB.BMG,1.00
827,HID.CIL.CHS,2.00
827,ELM.RCT.RBL,6.00
827,ELM.ILU.PBT,5.00
827,MAN.ELC.D10,4.00
827,MAN.ELC.D20,3.00
827,MAN.ELC.P15,1.00
827,MAN.ELC.P75,8.00
829,ELM.ILU.PRJ,3.00
830,ELM.APS.TIG,1.00
831,ELM.EXT.ETS,6.00
831,EPI.ANQ.RTR,2.00
831,ELM.CHI.CEE,2.00
831,MAN.ELC.P75,2.00
831,ELT.APS.ARC,1.00
831,PNE.APR.API,1.00
833,ELM.APR.API,2.00
833,ELM.CHI.CEE,4.00
833,ELM.EXT.ETS,3.00
833,ELM.APS.APS,2.00
833,ELM.RCT.230,3.00
833,ELM.ILU.P24,6.00
833,ELM.RCT.125,3.00
833,ELM.ILU.Q24,3.00
834,ARM.CTT.CTF,1.00
835,MAN.ELC.D05,1.00
835,ARM.CFE.MEC,1.00
835,ELM.JUN.MCJ,1.00
835,ARM.CFE.INS,7.00
835,MAN.ELC.D10,7.00
835,HID.ELC.GMN,2.00
835,MAN.ELC.P75,7.00
836,ELM.EIA.EAR,4.00
837,ELM.APR.API,1.00
837,ARM.CFE.MEC,3.00
837,ELM.EXT.ETS,4.00
837,ELM.ILU.PRJ,3.00
837,ELM.RCT.125,1.00
837,EPI.ANQ.CVA,1.00
837,MAN.ELC.P75,1.00
838,MAN.EAC.ESC,1.00
840,ARM.CFE.SER,2.00
840,ELM.APR.API,1.00
840,ELM.ILU.PBT,1.00
840,ELM.APR.APR,1.00
840,ELM.EIA.EAR,2.00
840,ELM.ILU.P24,2.00
840,ELM.ILU.Q24,1.00
840,ELM.RCT.125,1.00
841,GAS.OXI.MNG,2.00
841,ELM.ILU.PBT,1.00
846,ELM.EXT.ETS,2.00
846,ELM.APS.APS,1.00
846,ELM.RCT.125,1.00
846,ELM.CHI.CEE,1.00
846,ELM.RCT.115,1.00
850,HID.ELC.GMN,2.00
852,ELM.RCT.125,2.00
852,ELM.APS.APS,1.00
852,ELM.ILU.PRJ,2.00
852,ARM.CFE.MEC,2.00
852,HID.BMB.SIM,1.00
852,HID.CIL.CHP,1.00
852,EPI.ANQ.CVA,6.00
852,ELM.APR.API,2.00
852,HID.CIL.CHS,1.00
852,ELM.EXT.ETS,4.00
852,EPI.ARN.ARN,6.00
852,MAN.ELC.D10,4.00
852,MAN.ELC.P15,4.00
852,MAN.ELC.P75,2.00
853,ELM.BRB.BAT,2.00
853,MAN.CHA.DIN,1.00
856,ELM.THI.MTH,1.00
856,PNE.MNG.ARC,3.00
857,ARM.CTT.CTF,1.00
858,ELM.BRB.PDR,1.00
858,ELM.EXT.ETS,1.00
861,ELM.RCT.125,1.00
861,ELM.ILU.PBT,2.00
861,ARM.CFE.MEC,2.00
861,EPI.ANQ.CVA,2.00
861,ELM.APR.API,3.00
861,MAN.ELC.D20,2.00
861,ELM.EXT.ETS,2.00
861,MAN.ELC.P75,4.00
861,EPI.ARN.ARN,2.00
861,MAN.ELC.D10,2.00
861,MAN.ELC.P15,3.00
862,ELM.ELC.GUI,1.00
862,ELT.ASD.EXA,6.00
862,MAN.ELC.D20,2.00
865,EPI.ANQ.CVA,2.00
865,ELM.ILU.PBT,1.00
865,ELM.APR.API,1.00
865,HID.BMB.SIM,1.00
865,MAN.ELC.D20,2.00
865,HID.CIL.FUR,1.00
865,ELM.EXT.ETS,2.00
865,MAN.ELC.P75,4.00
865,ELM.RCT.125,1.00
865,EPI.ARN.ARN,2.00
865,MAN.ELC.D10,4.00
865,MAN.ELC.P15,6.00
868,ARM.CFE.SER,8.00
868,ARM.CFE.MEC,2.00
869,EPI.ANQ.CVA,1.00
869,EPI.ARN.ARN,1.00
870,ELM.COM.COM,1.00
871,EPI.ANQ.CVA,30.00
871,EPI.ARN.ARN,30.00
872,ELM.TRQ.CHA,1.00
875,ELM.RCT.230,2.00
875,ELM.RCT.125,5.00
877,ELM.RCT.125,12.00
881,ELM.EXT.ETS,3.00
881,ELM.RCT.RBL,1.00
881,ELM.APS.APS,1.00
881,ELM.RCT.125,2.00
881,ELM.RCT.180,1.00
881,MAN.ELC.D05,1.00
881,MAN.ELC.P15,1.00
887,ELM.RCT.180,2.00
887,ELM.RCT.125,2.00
887,MAN.ELC.P75,1.00
887,ARM.CFE.SER,2.00
887,MAN.ELC.D10,3.00
887,ELM.APS.APS,1.00
887,ELM.RCT.RBL,2.00
888,MAN.CTB.CTB,1.00
889,ARM.CTT.CTF,1.00
892,MAN.CNT.PL3,16.00
892,MAN.CNT.PL4,5.00
892,MAN.CNT.RD4,2.00
893,ELM.RCT.125,2.00
894,ELM.BRB.CMB,1.00
895,ELM.RCT.125,1.00
896,ELM.ILU.PRJ,1.00
898,MAN.CNT.PL3,6.00
898,HID.BMB.SIM,1.00
899,ELM.APR.API,1.00
899,ELM.RCT.125,1.00
902,ARM.CFE.SER,4.00
902,ELM.RCT.125,13.00
902,ELM.APS.APS,3.00
902,ARM.CFE.MEC,10.00
902,ELM.BRB.PDR,1.00
902,ELM.RCT.230,5.00
902,ELT.ASD.EXA,6.00
902,HID.CIL.CHP,1.00
902,HID.CIL.CHS,2.00
902,HID.CIL.FUR,1.00
903,ARM.CTT.CTF,1.00
904,ELM.APR.API,1.00
904,EPI.ANQ.CVA,4.00
904,ELM.RCT.125,1.00
904,ELM.APS.APS,1.00
904,EPI.ARN.ARN,2.00
904,MAN.ELC.P15,1.00
905,MAN.ELC.D05,1.00
905,ELM.EXT.ETS,1.00
905,ARM.CFE.MEC,2.00
905,EPI.ARN.ARN,2.00
906,ARM.CTT.CTF,1.00
907,ELM.RCT.125,1.00
907,ELM.BRB.BAT,1.00
910,ELM.APS.APS,1.00
910,ELM.EXT.ETS,8.00
910,ELM.BRB.BAT,2.00
910,ELM.ILU.Q24,2.00
910,ELM.RCT.125,8.00
910,ELM.RCT.180,3.00
910,ELM.ILU.PRJ,4.00
910,ELT.PLS.PLA,1.00
914,ELM.APS.APS,1.00
914,ELM.EXT.E24,3.00
914,ELM.CHI.CEE,6.00
914,ELM.ILU.PBT,3.00
914,ELT.EXT.E63,2.00
914,ELM.EXT.ETS,3.00
914,ELT.CHI.C63,3.00
914,ELM.ILU.P24,4.00
914,ELT.QEL.PIM,2.00
914,ELM.ILU.Q24,2.00
914,PNE.APR.API,4.00
914,ELM.RCT.125,12.00
914,ELM.RCT.180,6.00
914,MAN.ELC.D15,3.00
914,PNE.MNG.ARC,8.00
916,ELM.APS.APS,1.00
918,ELM.APR.API,5.00
918,ELM.APS.APS,2.00
918,ARM.CFE.TUB,2.00
918,ELM.RCT.125,2.00
918,ELM.RCT.230,1.00
918,ELM.CHI.CEE,2.00
919,ELM.RCT.230,1.00
920,ELM.EXT.ETS,3.00
920,ELM.BRB.PDR,1.00
920,MAN.CNT.R10,2.00
920,ELM.CHI.CEE,1.00
920,MAN.ELC.D30,3.00
920,MAN.CNT.PL5,2.00
920,MAN.ELC.P15,3.00
921,ELM.APR.API,1.00
921,ELM.BRB.BMG,1.00
921,ELT.EXT.E32,3.00
921,PNE.MNG.ARC,4.00
923,HID.BMB.SIM,1.00
923,HID.CIL.CHS,4.00
924,ELM.APS.APS,3.00
927,ELM.ILU.P24,4.00
927,ELM.EIA.EAR,4.00
927,ELT.CHI.C63,1.00
927,ELT.QEL.PIM,2.00
927,ELM.ILU.Q24,1.00
930,ELM.APS.TIG,1.00
930,EPI.ANQ.CVA,1.00
932,ELM.RCT.125,1.00
932,ELM.BRB.CMB,1.00
934,ELM.APS.APS,2.00
934,ELM.APS.TIG,2.00
934,MAN.EMM.NOT,1.00
934,ELM.EXT.ETS,4.00
934,EPI.ANQ.RTR,2.00
934,MAN.ELC.D15,1.00
934,MAN.EAC.ESC,2.00
934,MAN.ELC.D05,1.00
934,MAN.ELC.D10,5.00
934,MAN.ELC.D30,1.00
935,HID.ELC.GMN,1.00
936,ELM.COM.COM,1.00
937,ARM.CTT.CTF,1.00
938,MAN.JUN.MCJ,1.00
941,EPI.ANQ.CVA,2.00
941,ELM.ILU.PBT,2.00
941,ELM.RCT.125,1.00
941,EPI.ARN.ARN,2.00
942,MAN.ELC.TRF,1.00
943,ELM.BRB.BAT,1.00
943,ELM.RCT.125,1.00
943,ELM.BRB.FER,2.00
943,EPI.ANQ.CVA,2.00
943,EPI.ARN.ARN,2.00
945,ELM.APS.APS,3.00
945,ELM.EXT.ETS,9.00
945,ELM.RCT.125,4.00
945,ELM.RCT.230,3.00
948,MAN.ELC.P15,4.00
948,ELM.APS.TIG,1.00
948,MAN.ELC.P75,1.00
948,PNE.MNG.ARC,3.00
949,EPI.ANQ.CVA,4.00
949,ARM.CFE.MEC,1.00
949,EPI.ARN.ARN,4.00
950,MAN.ELC.D30,1.00
950,MAN.ELC.D20,2.00
951,ELM.TRQ.CHA,1.00
956,ELM.APR.API,2.00
956,ELM.ILU.PRJ,2.00
956,ELM.EXT.ETS,10.00
956,ARM.CFE.SER,6.00
956,ELM.RCT.125,2.00
956,MAN.ELC.D10,3.00
956,ELM.RCT.230,2.00
956,ELM.APS.APS,2.00
956,MAN.ELC.D05,1.00
960,ELT.APS.MIG,2.00
960,ELM.APR.API,2.00
960,ELM.ILU.PBT,2.00
960,MAN.CHA.DEF,2.00
960,MAN.CNT.PL1,7.00
960,MAN.CHA.DIN,1.00
960,ELM.ILU.PRJ,4.00
960,MAN.ELC.P75,9.00
960,MAN.CNT.PL2,9.00
962,ELM.RCT.RBL,1.00
962,ELM.RCT.125,6.00
962,ELM.ILU.PRJ,3.00
962,ELM.APR.API,11.00
962,ELT.APS.ARC,1.00
962,MAN.ELC.D05,4.00
962,ELM.ILU.PBT,1.00
962,ELT.EXT.E32,1.00
962,MAN.ELC.TRF,1.00
962,PNE.APR.API,2.00
962,PNE.MNG.ARC,3.00
963,MAN.CHA.DIN,1.00
975,MAN.ELC.MNR,1.00
978,ELM.LIM.MQL,2.00
979,ELM.APS.APS,3.00
979,ELM.CHI.CEE,6.00
979,ELM.APS.TIG,1.00
979,ELM.EXT.ETS,10.00
979,ELT.ASD.EXA,3.00
979,ELM.EXT.CEE,11.00
979,ELM.EIA.EAR,2.00
979,ELM.ILU.PBT,2.00
979,ELT.EXT.E16,4.00
979,ELM.ILU.P24,4.00
979,HID.BMB.SIM,2.00
979,ELM.RCT.125,1.00
979,HID.CIL.FUR,1.00
979,ELM.ILU.PRJ,4.00
979,HID.CIL.GFA,1.00
979,ELT.CHI.C63,4.00
979,MAN.CNT.PL1,11.00
979,ELM.ILU.Q24,1.00
979,MAN.CNT.PL2,16.00
979,ELT.EXT.E32,2.00
979,MAN.CNT.PL4,2.00
979,ELM.RCT.180,1.00
979,MAN.ELC.D05,3.00
979,MAN.CNT.PL3,1.00
979,MAN.ELC.P30,2.00
979,ELT.CHI.C32,2.00
979,MAN.ELC.D30,2.00
979,MAN.ELC.D20,3.00
979,MAN.ELC.D50,1.00
979,ELT.EXT.E63,3.00
979,MAN.ELC.MNR,3.00
979,MAN.ELC.P75,3.00
979,EPI.ARN.ARN,2.00
979,HID.CIL.CHS,4.00
979,MAN.ELC.D10,3.00
979,MAN.ELC.D15,2.00
979,MAN.ELC.P15,3.00
979,PNE.APR.API,2.00
983,ARM.CTT.CTF,1.00
985,ARM.CTT.CTF,1.00
988,ARM.CTT.CTF,1.00
990,ARM.CFE.MEC,1.00
990,ELM.BRB.BAT,1.00
992,ARM.CFE.MEC,1.00
992,ELM.BRB.BAT,1.00
993,ARM.CFE.MEC,1.00
993,ELM.BRB.BAT,1.00
994,ARM.CFE.MEC,1.00
994,ELM.BRB.BAT,1.00
997,ARM.CFE.MEC,2.00
997,ELM.ILU.PBT,1.00
997,ELM.APR.API,4.00
997,ARM.CFE.SER,2.00
997,ELM.CHI.CEE,3.00
997,ELM.APS.APS,1.00
997,ELM.APR.APR,1.00
997,ELM.RCT.RBL,1.00
997,ELM.ILU.Q24,1.00
997,HID.BMB.SIM,1.00
997,ELM.BRB.FER,1.00
997,HID.CIL.FUR,1.00
997,HID.CIL.CHP,1.00
997,ELM.EXT.ETS,6.00
997,HID.CIL.CHS,2.00
997,ELM.ILU.P24,2.00
997,MAN.ELC.D20,2.00
997,ELM.RCT.125,4.00
997,ELM.RCT.230,2.00
997,EPI.ARN.ARN,5.00
997,MAN.ELC.D15,2.00
997,MAN.ELC.P15,4.00
997,MAN.ELC.P75,4.00
998,ARM.CFE.MEC,1.00
998,ELM.BRB.BAT,1.00
1000,MAN.ELC.D05,2.00
1001,MAN.CNT.PL1,2.00
1001,MAN.CNT.PL2,2.00
1002,MAN.ELC.D15,2.00
1002,MAN.ELC.D10,2.00
1003,MAN.ELC.D05,2.00
1003,MAN.ELC.P15,1.00
1003,ELM.BRB.BMG,1.00
1003,MAN.ELC.P75,2.00
1006,ELM.APS.TIG,1.00
1006,ELM.APS.APS,2.00
1007,ELM.RCT.RBL,2.00
1008,ELM.APR.API,1.00
1009,ELM.BRB.BMG,1.00
1011,ARM.CFE.SER,2.00
1016,ELM.APS.APS,2.00
